original_filename,resistance_phenotype,sequence_type,dataset_partition,bvbrc_id_extraido,gca_extraido
Kp_ertapenem_R_24-5_573_83586_rgi.txt,Resistant,23,train,573.83586,
Kp_ertapenem_R_240107177_573_81655_rgi.txt,Resistant,11,train,573.81655,
Kp_ertapenem_R_240108208_573_81654_rgi.txt,Resistant,11,train,573.81654,
Kp_ertapenem_R_240115390_573_81670_rgi.txt,Resistant,11,train,573.8167,
Kp_ertapenem_R_240222455_573_81635_rgi.txt,Resistant,11,train,573.81635,
Kp_ertapenem_R_240304097_573_81625_rgi.txt,Resistant,11,train,573.81625,
Kp_ertapenem_R_240422532_573_81641_rgi.txt,Resistant,11,train,573.81641,
Kp_ertapenem_R_2407435_573_81623_rgi.txt,Resistant,11,train,573.81623,
Kp_ertapenem_R_25_573_24269_rgi.txt,Resistant,36,train,573.24269,
Kp_ertapenem_R_26_573_24271_rgi.txt,Resistant,34,train,573.24271,
Kp_ertapenem_R_26968_5#1_573_66212_rgi.txt,Resistant,656,train,573.66212,
Kp_ertapenem_R_26968_5#10_573_66217_rgi.txt,Resistant,15,train,573.66217,
Kp_ertapenem_R_26968_5#106_573_66225_rgi.txt,Resistant,11,train,573.66225,
Kp_ertapenem_R_26968_5#109_573_66224_rgi.txt,Resistant,11,train,573.66224,
Kp_ertapenem_R_26968_5#139_573_66233_rgi.txt,Resistant,15,train,573.66233,
Kp_ertapenem_R_26968_5#4_573_66215_rgi.txt,Resistant,147,validation,573.66215,
Kp_ertapenem_R_26968_5#50_573_66220_rgi.txt,Resistant,11,train,573.6622,
Kp_ertapenem_R_26968_5#67_573_66234_rgi.txt,Resistant,147,validation,573.66234,
Kp_ertapenem_R_26968_5#73_573_66230_rgi.txt,Resistant,15,train,573.6623,
Kp_ertapenem_R_26968_5_5_573_66214_rgi.txt,Resistant,147,validation,573.66214,
Kp_ertapenem_R_26968_5_66_573_66223_rgi.txt,Resistant,147,validation,573.66223,
Kp_ertapenem_R_26968_6#121_573_66266_rgi.txt,Resistant,11,train,573.66266,
Kp_ertapenem_R_26968_6#31_573_66250_rgi.txt,Resistant,307,validation,573.6625,
Kp_ertapenem_R_26968_6#6_573_66246_rgi.txt,Resistant,15,train,573.66246,
Kp_ertapenem_R_26968_6#72_573_66258_rgi.txt,Resistant,15,train,573.66258,
Kp_ertapenem_R_26968_6_1_573_66242_rgi.txt,Resistant,11,train,573.66242,
Kp_ertapenem_R_26968_6_38_573_66252_rgi.txt,Resistant,307,validation,573.66252,
Kp_ertapenem_R_26975_4#127_573_66292_rgi.txt,Resistant,15,train,573.66292,
Kp_ertapenem_R_26975_4#133_573_66289_rgi.txt,Resistant,15,train,573.66289,
Kp_ertapenem_R_26975_4_124_573_66293_rgi.txt,Resistant,15,train,573.66293,
Kp_ertapenem_R_26975_5#105_573_66301_rgi.txt,Resistant,16,train,573.66301,
Kp_ertapenem_R_26975_5_155_573_66314_rgi.txt,Resistant,15,train,573.66314,
Kp_ertapenem_R_26994_6#120_573_66335_rgi.txt,Resistant,15,train,573.66335,
Kp_ertapenem_R_26994_6#164_573_66342_rgi.txt,Resistant,11,train,573.66342,
Kp_ertapenem_R_26994_6#57_573_66318_rgi.txt,Resistant,15,train,573.66318,
Kp_ertapenem_R_26994_6#93_573_66325_rgi.txt,Resistant,15,train,573.66325,
Kp_ertapenem_R_26994_6#95_573_66328_rgi.txt,Resistant,147,validation,573.66328,
Kp_ertapenem_R_26994_6_59_573_66322_rgi.txt,Resistant,11,train,573.66322,
Kp_ertapenem_R_26994_6_98_573_66329_rgi.txt,Resistant,15,train,573.66329,
Kp_ertapenem_R_26994_7#101_573_66363_rgi.txt,Resistant,15,train,573.66363,
Kp_ertapenem_R_26994_7#148_573_66378_rgi.txt,Resistant,147,validation,573.66378,
Kp_ertapenem_R_26994_7#155_573_66377_rgi.txt,Resistant,15,train,573.66377,
Kp_ertapenem_R_26994_7#157_573_66379_rgi.txt,Resistant,199,train,573.66379,
Kp_ertapenem_R_26994_7#87_573_66361_rgi.txt,Resistant,15,train,573.66361,
Kp_ertapenem_R_26994_7#93_573_66365_rgi.txt,Resistant,147,validation,573.66365,
Kp_ertapenem_R_26994_7#99_573_66364_rgi.txt,Resistant,15,train,573.66364,
Kp_ertapenem_R_26994_7_20_573_66346_rgi.txt,Resistant,709,train,573.66346,
Kp_ertapenem_R_26994_7_26_573_66352_rgi.txt,Resistant,16,train,573.66352,
Kp_ertapenem_R_26994_8#142_573_66411_rgi.txt,Resistant,147,validation,573.66411,
Kp_ertapenem_R_26994_8#174_573_66416_rgi.txt,Resistant,15,train,573.66416,
Kp_ertapenem_R_26994_8#177_573_66420_rgi.txt,Resistant,15,train,573.6642,
Kp_ertapenem_R_26994_8#183_573_66414_rgi.txt,Resistant,656,train,573.66414,
Kp_ertapenem_R_26994_8#77_573_66400_rgi.txt,Resistant,147,validation,573.664,
Kp_ertapenem_R_26994_8#79_573_66396_rgi.txt,Resistant,147,validation,573.66396,
Kp_ertapenem_R_26994_8_143_573_66413_rgi.txt,Resistant,147,validation,573.66413,
Kp_ertapenem_R_26994_8_181_573_66415_rgi.txt,Resistant,656,train,573.66415,
Kp_ertapenem_R_26994_8_5_573_66380_rgi.txt,Resistant,147,validation,573.6638,
Kp_ertapenem_R_26HJ_573_78000_rgi.txt,Resistant,512,validation,573.78,
Kp_ertapenem_R_27_573_24272_rgi.txt,Resistant,34,train,573.24272,
Kp_ertapenem_R_27097_7#75_573_66430_rgi.txt,Resistant,147,validation,573.6643,
Kp_ertapenem_R_27097_7#76_573_66433_rgi.txt,Resistant,147,validation,573.66433,
Kp_ertapenem_R_27097_7#78_573_66434_rgi.txt,Resistant,147,validation,573.66434,
Kp_ertapenem_R_27097_7_62_573_66432_rgi.txt,Resistant,15,train,573.66432,
Kp_ertapenem_R_27097_7_77_573_66435_rgi.txt,Resistant,147,validation,573.66435,
Kp_ertapenem_R_27261_7#30_573_66439_rgi.txt,Resistant,15,train,573.66439,
Kp_ertapenem_R_27261_7#68_573_66453_rgi.txt,Resistant,20,train,573.66453,
Kp_ertapenem_R_27261_8#102_573_66485_rgi.txt,Resistant,15,train,573.66485,
Kp_ertapenem_R_27261_8#103_573_66488_rgi.txt,Resistant,15,train,573.66488,
Kp_ertapenem_R_27261_8#159_573_66500_rgi.txt,Resistant,15,train,573.665,
Kp_ertapenem_R_27261_8#163_573_66501_rgi.txt,Resistant,15,train,573.66501,
Kp_ertapenem_R_27261_8#172_573_66505_rgi.txt,Resistant,15,train,573.66505,
Kp_ertapenem_R_27261_8#32_573_66464_rgi.txt,Resistant,15,train,573.66464,
Kp_ertapenem_R_27261_8#42_573_66473_rgi.txt,Resistant,15,train,573.66473,
Kp_ertapenem_R_27261_8#89_573_66543_rgi.txt,Resistant,15,train,573.66543,
Kp_ertapenem_R_27261_8#98_573_66474_rgi.txt,Resistant,15,train,573.66474,
Kp_ertapenem_R_27261_8_154_573_66498_rgi.txt,Resistant,15,train,573.66498,
Kp_ertapenem_R_27261_8_183_573_66508_rgi.txt,Resistant,11,train,573.66508,
Kp_ertapenem_R_27261_8_62_573_66483_rgi.txt,Resistant,11,train,573.66483,
Kp_ertapenem_R_27261_8_97_573_66475_rgi.txt,Resistant,15,train,573.66475,
Kp_ertapenem_R_27322_4#110_573_66528_rgi.txt,Resistant,656,train,573.66528,
Kp_ertapenem_R_27322_4#113_573_66532_rgi.txt,Resistant,147,validation,573.66532,
Kp_ertapenem_R_27322_4#127_573_66534_rgi.txt,Resistant,15,train,573.66534,
Kp_ertapenem_R_27322_4#179_573_66541_rgi.txt,Resistant,147,validation,573.66541,
Kp_ertapenem_R_27322_4#21_573_66520_rgi.txt,Resistant,147,validation,573.6652,
Kp_ertapenem_R_27322_4#41_573_66519_rgi.txt,Resistant,327,train,573.66519,
Kp_ertapenem_R_27322_4#71_573_66524_rgi.txt,Resistant,15,train,573.66524,
Kp_ertapenem_R_27322_4#82_573_66525_rgi.txt,Resistant,15,train,573.66525,
Kp_ertapenem_R_27322_4_137_573_66531_rgi.txt,Resistant,15,train,573.66531,
Kp_ertapenem_R_27322_4_155_573_66536_rgi.txt,Resistant,15,train,573.66536,
Kp_ertapenem_R_27322_4_178_573_66540_rgi.txt,Resistant,15,train,573.6654,
Kp_ertapenem_R_27322_4_35_573_66584_rgi.txt,Resistant,15,train,573.66584,
Kp_ertapenem_R_27322_4_37_573_66518_rgi.txt,Resistant,15,train,573.66518,
Kp_ertapenem_R_27322_4_39_573_66517_rgi.txt,Resistant,327,train,573.66517,
Kp_ertapenem_R_27322_4_70_573_66523_rgi.txt,Resistant,327,train,573.66523,
Kp_ertapenem_R_27322_4_74_573_66527_rgi.txt,Resistant,327,train,573.66527,
Kp_ertapenem_R_27322_4_76_573_66526_rgi.txt,Resistant,15,train,573.66526,
Kp_ertapenem_R_27ML_573_78002_rgi.txt,Resistant,512,validation,573.78002,
Kp_ertapenem_R_2842_573_78882_rgi.txt,Resistant,11,train,573.78882,
Kp_ertapenem_R_28MF_573_78005_rgi.txt,Resistant,101,validation,573.78005,
Kp_ertapenem_R_29_573_24276_rgi.txt,Resistant,101,validation,573.24276,
Kp_ertapenem_R_29105_1#255_573_66551_rgi.txt,Resistant,15,train,573.66551,
Kp_ertapenem_R_29105_1#88_573_66539_rgi.txt,Resistant,15,train,573.66539,
Kp_ertapenem_R_29105_1_120_573_66545_rgi.txt,Resistant,15,train,573.66545,
Kp_ertapenem_R_29105_1_132_573_66546_rgi.txt,Resistant,359,validation,573.66546,
Kp_ertapenem_R_29105_1_376_573_66555_rgi.txt,Resistant,11,train,573.66555,
Kp_ertapenem_R_29109_2_143_573_66556_rgi.txt,Resistant,11,train,573.66556,
Kp_ertapenem_R_29339_1#51_573_66564_rgi.txt,Resistant,11,train,573.66564,
Kp_ertapenem_R_29339_1#55_573_66565_rgi.txt,Resistant,685,train,573.66565,
Kp_ertapenem_R_29339_1_68_573_66571_rgi.txt,Resistant,359,validation,573.66571,
Kp_ertapenem_R_29IP_573_78001_rgi.txt,Resistant,512,validation,573.78001,
Kp_ertapenem_R_3_573_24277_rgi.txt,Resistant,34,train,573.24277,
Kp_ertapenem_R_30_573_24278_rgi.txt,Resistant,101,validation,573.24278,
Kp_ertapenem_R_3035_kpn_573_78031_rgi.txt,Resistant,512,validation,573.78031,
Kp_ertapenem_R_3042_kpn_573_78029_rgi.txt,Resistant,512,validation,573.78029,
Kp_ertapenem_R_3086_kpn_573_78014_rgi.txt,Resistant,101,validation,573.78014,
Kp_ertapenem_R_30BF_573_77998_rgi.txt,Resistant,307,validation,573.77998,
Kp_ertapenem_R_31_573_24280_rgi.txt,Resistant,525,train,573.2428,
Kp_ertapenem_R_31FC_573_77997_rgi.txt,Resistant,512,validation,573.77997,
Kp_ertapenem_R_32RA-01_573_78006_rgi.txt,Resistant,101,validation,573.78006,
Kp_ertapenem_R_33RA-02_573_78003_rgi.txt,Resistant,101,validation,573.78003,
Kp_ertapenem_R_34RA-03_573_77995_rgi.txt,Resistant,101,validation,573.77995,
Kp_ertapenem_R_35011_573_78195_rgi.txt,Resistant,258,train,573.78195,
Kp_ertapenem_R_35088A_573_78194_rgi.txt,Resistant,258,train,573.78194,
Kp_ertapenem_R_35132A_573_78193_rgi.txt,Resistant,258,train,573.78193,
Kp_ertapenem_R_35161A_573_78196_rgi.txt,Resistant,17,train,573.78196,
Kp_ertapenem_R_35242_573_78192_rgi.txt,Resistant,258,train,573.78192,
Kp_ertapenem_R_35340A_573_78197_rgi.txt,Resistant,258,train,573.78197,
Kp_ertapenem_R_39R-01_573_77996_rgi.txt,Resistant,512,validation,573.77996,
Kp_ertapenem_R_4_573_24297_rgi.txt,Resistant,34,train,573.24297,
Kp_ertapenem_R_4015_Futian_573_83681_rgi.txt,Resistant,11,train,573.83681,
Kp_ertapenem_R_40R-02_573_78004_rgi.txt,Resistant,868,train,573.78004,
Kp_ertapenem_R_41T-01_573_77999_rgi.txt,Resistant,1685,train,573.77999,
Kp_ertapenem_R_4247_22_573_78716_rgi.txt,Resistant,307,validation,573.78716,
Kp_ertapenem_R_42T-02_573_77994_rgi.txt,Resistant,1685,train,573.77994,
Kp_ertapenem_R_45071_573_77425_rgi.txt,Resistant,258,train,573.77425,
Kp_ertapenem_R_45_s__573_79049_rgi.txt,Resistant,11,train,573.79049,
Kp_ertapenem_R_46704_573_77414_rgi.txt,Resistant,258,train,573.77414,
Kp_ertapenem_R_49856_573_77408_rgi.txt,Resistant,258,train,573.77408,
Kp_ertapenem_R_49i_spring_573_92120_rgi.txt,Resistant,MLST.klebsiella.-,validation,573.9212,
Kp_ertapenem_R_5_573_24310_rgi.txt,Resistant,34,train,573.2431,
Kp_ertapenem_R_5016_22_573_78747_rgi.txt,Resistant,45,validation,573.78747,
Kp_ertapenem_R_5059_22_573_78717_rgi.txt,Resistant,307,validation,573.78717,
Kp_ertapenem_R_5192_573_78914_rgi.txt,Resistant,11,train,573.78914,
Kp_ertapenem_R_5236_573_78910_rgi.txt,Resistant,11,train,573.7891,
Kp_ertapenem_R_58_s__573_79051_rgi.txt,Resistant,11,train,573.79051,
Kp_ertapenem_R_59v_summer_573_92124_rgi.txt,Resistant,MLST.klebsiella.-,validation,573.92124,
Kp_ertapenem_R_6_573_77730_rgi.txt,Resistant,234,train,573.7773,
Kp_ertapenem_R_600GOR12_573_81565_rgi.txt,Resistant,258,train,573.81565,
Kp_ertapenem_R_6011_573_79263_rgi.txt,Resistant,11,train,573.79263,
Kp_ertapenem_R_6110_573_79262_rgi.txt,Resistant,16,train,573.79262,
Kp_ertapenem_R_637GOR12_573_81562_rgi.txt,Resistant,258,train,573.81562,
Kp_ertapenem_R_6386_573_79261_rgi.txt,Resistant,3,train,573.79261,
Kp_ertapenem_R_6471_573_79259_rgi.txt,Resistant,11,train,573.79259,
Kp_ertapenem_R_66_573_24314_rgi.txt,Resistant,Unknown,validation,573.24314,
Kp_ertapenem_R_686GOR12_573_81615_rgi.txt,Resistant,258,train,573.81615,
Kp_ertapenem_R_6914_24_573_78745_rgi.txt,Resistant,152,train,573.78745,
Kp_ertapenem_R_7_573_24313_rgi.txt,Resistant,14,train,573.24313,
Kp_ertapenem_R_7_573_77729_rgi.txt,Resistant,234,train,573.77729,
Kp_ertapenem_R_70378_573_84139_rgi.txt,Resistant,11,train,573.84139,
Kp_ertapenem_R_70966222_573_79256_rgi.txt,Resistant,307,validation,573.79256,
Kp_ertapenem_R_76w_winter_573_92117_rgi.txt,Resistant,872,train,573.92117,
Kp_ertapenem_R_7824_573_78703_rgi.txt,Resistant,11,train,573.78703,
Kp_ertapenem_R_8_573_77739_rgi.txt,Resistant,258,train,573.77739,
Kp_ertapenem_R_8_573_24315_rgi.txt,Resistant,43,train,573.24315,
Kp_ertapenem_R_80080926_573_79250_rgi.txt,Resistant,268,train,573.7925,
Kp_ertapenem_R_86DZ10_573_81617_rgi.txt,Resistant,258,train,573.81617,
Kp_ertapenem_R_8810_573_78906_rgi.txt,Resistant,16,train,573.78906,
Kp_ertapenem_R_8844_573_78875_rgi.txt,Resistant,16,train,573.78875,
Kp_ertapenem_R_885949_573_81016_rgi.txt,Resistant,512,validation,573.81016,
Kp_ertapenem_R_9_573_24316_rgi.txt,Resistant,14,train,573.24316,
Kp_ertapenem_R_9228_573_78908_rgi.txt,Resistant,16,train,573.78908,
Kp_ertapenem_R_9497_573_78897_rgi.txt,Resistant,11,train,573.78897,
Kp_ertapenem_R_9589_573_78704_rgi.txt,Resistant,11,train,573.78704,
Kp_ertapenem_R_95v_summer_573_92122_rgi.txt,Resistant,MLST.klebsiella.-,validation,573.92122,
Kp_ertapenem_R_98_573_24317_rgi.txt,Resistant,1419,train,573.24317,
Kp_ertapenem_R_9873_573_78905_rgi.txt,Resistant,16,train,573.78905,
Kp_ertapenem_R_9i_spring_573_92123_rgi.txt,Resistant,392,train,573.92123,
Kp_ertapenem_R_A085_573_78457_rgi.txt,Resistant,307,validation,573.78457,
Kp_ertapenem_R_A1-2_573_81622_rgi.txt,Resistant,1214,train,573.81622,
Kp_ertapenem_R_A1-2_573_79057_rgi.txt,Resistant,1214,train,573.79057,
Kp_ertapenem_R_A123_573_78449_rgi.txt,Resistant,307,validation,573.78449,
Kp_ertapenem_R_A162_573_78462_rgi.txt,Resistant,307,validation,573.78462,
Kp_ertapenem_R_A1H_573_77951_rgi.txt,Resistant,11,train,573.77951,
Kp_ertapenem_R_A1L_573_77953_rgi.txt,Resistant,11,train,573.77953,
Kp_ertapenem_R_A2H_573_77950_rgi.txt,Resistant,11,train,573.7795,
Kp_ertapenem_R_A2L_573_77945_rgi.txt,Resistant,11,train,573.77945,
Kp_ertapenem_R_A35499_573_84068_rgi.txt,Resistant,307,validation,573.84068,
Kp_ertapenem_R_A36711_573_84042_rgi.txt,Resistant,307,validation,573.84042,
Kp_ertapenem_R_A36813_573_84067_rgi.txt,Resistant,307,validation,573.84067,
Kp_ertapenem_R_A37134_573_84134_rgi.txt,Resistant,101,validation,573.84134,
Kp_ertapenem_R_A37224_573_84133_rgi.txt,Resistant,101,validation,573.84133,
Kp_ertapenem_R_A37359_573_84064_rgi.txt,Resistant,307,validation,573.84064,
Kp_ertapenem_R_A3H_573_77949_rgi.txt,Resistant,11,train,573.77949,
Kp_ertapenem_R_A3L_573_77941_rgi.txt,Resistant,11,train,573.77941,
Kp_ertapenem_R_A4H_573_77940_rgi.txt,Resistant,11,train,573.7794,
Kp_ertapenem_R_A4L_573_77946_rgi.txt,Resistant,11,train,573.77946,
Kp_ertapenem_R_A5H_573_77947_rgi.txt,Resistant,11,train,573.77947,
Kp_ertapenem_R_A5L_573_77939_rgi.txt,Resistant,11,train,573.77939,
Kp_ertapenem_R_A871_573_79050_rgi.txt,Resistant,11,train,573.7905,
Kp_ertapenem_R_ABOVE25_573_77548_rgi.txt,Resistant,25,train,573.77548,
Kp_ertapenem_R_ABOVE58_573_77546_rgi.txt,Resistant,Unknown,validation,573.77546,
Kp_ertapenem_R_ABOVE65_573_77545_rgi.txt,Resistant,11,train,573.77545,
Kp_ertapenem_R_ACR4_573_83518_rgi.txt,Resistant,Unknown,validation,573.83518,
Kp_ertapenem_R_ACR8_573_83517_rgi.txt,Resistant,5,train,573.83517,
Kp_ertapenem_R_AN-100_573_83558_rgi.txt,Resistant,512,validation,573.83558,
Kp_ertapenem_R_AN-101_573_83556_rgi.txt,Resistant,1519,validation,573.83556,
Kp_ertapenem_R_AN-102_573_83557_rgi.txt,Resistant,307,validation,573.83557,
Kp_ertapenem_R_AN-103_573_83555_rgi.txt,Resistant,307,validation,573.83555,
Kp_ertapenem_R_AN-104_573_83552_rgi.txt,Resistant,307,validation,573.83552,
Kp_ertapenem_R_AN-16_573_83584_rgi.txt,Resistant,512,validation,573.83584,
Kp_ertapenem_R_AN-28_573_83583_rgi.txt,Resistant,14,train,573.83583,
Kp_ertapenem_R_AN-29_573_83582_rgi.txt,Resistant,512,validation,573.83582,
Kp_ertapenem_R_AN-4_573_77792_rgi.txt,Resistant,1519,validation,573.77792,
Kp_ertapenem_R_AN-48_573_83577_rgi.txt,Resistant,512,validation,573.83577,
Kp_ertapenem_R_AN-49_573_83578_rgi.txt,Resistant,512,validation,573.83578,
Kp_ertapenem_R_AN-50_573_83581_rgi.txt,Resistant,512,validation,573.83581,
Kp_ertapenem_R_AN-51_573_83580_rgi.txt,Resistant,37,train,573.8358,
Kp_ertapenem_R_AN-55_573_83575_rgi.txt,Resistant,512,validation,573.83575,
Kp_ertapenem_R_AN-58_573_83576_rgi.txt,Resistant,512,validation,573.83576,
Kp_ertapenem_R_AN-61_573_83573_rgi.txt,Resistant,101,validation,573.83573,
Kp_ertapenem_R_AN-67_573_83574_rgi.txt,Resistant,512,validation,573.83574,
Kp_ertapenem_R_AN-68_573_83571_rgi.txt,Resistant,99,train,573.83571,
Kp_ertapenem_R_AN-72_573_83568_rgi.txt,Resistant,512,validation,573.83568,
Kp_ertapenem_R_AN-75_573_83569_rgi.txt,Resistant,405,validation,573.83569,
Kp_ertapenem_R_AN-78_573_83570_rgi.txt,Resistant,512,validation,573.8357,
Kp_ertapenem_R_AN-79_573_83567_rgi.txt,Resistant,307,validation,573.83567,
Kp_ertapenem_R_AN-80_573_83566_rgi.txt,Resistant,512,validation,573.83566,
Kp_ertapenem_R_AN-83_573_83565_rgi.txt,Resistant,307,validation,573.83565,
Kp_ertapenem_R_AN-87_573_83564_rgi.txt,Resistant,307,validation,573.83564,
Kp_ertapenem_R_AN-91_573_83562_rgi.txt,Resistant,101,validation,573.83562,
Kp_ertapenem_R_AN-92_573_83561_rgi.txt,Resistant,512,validation,573.83561,
Kp_ertapenem_R_AN-93_573_83563_rgi.txt,Resistant,Unknown,validation,573.83563,
Kp_ertapenem_R_AR8214_573_83782_rgi.txt,Resistant,307,validation,573.83782,
Kp_ertapenem_R_AR8217_573_83781_rgi.txt,Resistant,15,train,573.83781,
Kp_ertapenem_R_AR8221_573_83779_rgi.txt,Resistant,323,train,573.83779,
Kp_ertapenem_R_AR8229_573_83778_rgi.txt,Resistant,11,train,573.83778,
Kp_ertapenem_R_AR8292_573_83768_rgi.txt,Resistant,11,train,573.83768,
Kp_ertapenem_R_AR8310_573_83763_rgi.txt,Resistant,11,train,573.83763,
Kp_ertapenem_R_AR8313_573_83761_rgi.txt,Resistant,11,train,573.83761,
Kp_ertapenem_R_AR8319_573_83759_rgi.txt,Resistant,11,train,573.83759,
Kp_ertapenem_R_AR8324_573_83758_rgi.txt,Resistant,11,train,573.83758,
Kp_ertapenem_R_AR8331_573_83756_rgi.txt,Resistant,11,train,573.83756,
Kp_ertapenem_R_AR8336_573_83754_rgi.txt,Resistant,11,train,573.83754,
Kp_ertapenem_R_AR8369_573_83751_rgi.txt,Resistant,461,train,573.83751,
Kp_ertapenem_R_AR8388_573_83749_rgi.txt,Resistant,11,train,573.83749,
Kp_ertapenem_R_AR8398_573_83744_rgi.txt,Resistant,11,train,573.83744,
Kp_ertapenem_R_AR8415_573_83740_rgi.txt,Resistant,11,train,573.8374,
Kp_ertapenem_R_AR8423_573_83731_rgi.txt,Resistant,11,train,573.83731,
Kp_ertapenem_R_AR8463_573_83726_rgi.txt,Resistant,11,train,573.83726,
Kp_ertapenem_R_AR8479_573_83721_rgi.txt,Resistant,11,train,573.83721,
Kp_ertapenem_R_AR8480_573_83724_rgi.txt,Resistant,307,validation,573.83724,
Kp_ertapenem_R_AR8481_573_83722_rgi.txt,Resistant,11,train,573.83722,
Kp_ertapenem_R_AR8484_573_83725_rgi.txt,Resistant,11,train,573.83725,
Kp_ertapenem_R_AR8487_573_83720_rgi.txt,Resistant,11,train,573.8372,
Kp_ertapenem_R_AR8489_573_83717_rgi.txt,Resistant,11,train,573.83717,
Kp_ertapenem_R_AR8490_573_83718_rgi.txt,Resistant,11,train,573.83718,
